Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
1997,4,98990,23.506,77.257,141.8,1315,8619.0,5.51,44590,5.1,84.86200000000001
1997,5,101018,21.577,78.377,141.9,1396,8661.9,5.5,45616,4.9,83.956
1997,6,103874,24.396,78.377,142.1,1392,8624.5,5.56,46204,5.2,84.45299999999999
1997,7,101018,21.072,78.377,140.5,1413,8661.9,5.52,45862,5.0,84.45299999999999
1997,8,102528,21.577,78.008,142.8,1457,8834.8,5.54,46204,4.7,86.633
1997,9,99627,21.072,79.057,142.6,1457,8944.3,5.54,44590,4.7,87.09299999999999
1997,10,101018,21.577,77.636,141.4,1396,8791.5,5.5,45203,4.9,86.147
1997,11,102528,20.573,79.057,141.8,1395,8834.8,5.52,45203,4.3,88.00299999999999
1997,12,101018,21.577,78.742,140.5,1395,8768.6,5.5,45203,4.9,85.851
1998,1,99627,23.506,78.742,141.6,1316,9134.4,5.56,46504,4.9,88.44200000000001
1998,2,102528,21.764,78.377,141.2,1471,9164.1,5.51,46204,4.7,87.615
1998,3,104705,19.69,78.008,142.6,1465,9254.2,5.49,46204,4.2,89.36399999999999
1998,4,103874,21.577,77.636,141.6,1471,9134.4,5.45,45862,4.4,88.87899999999999
1998,5,103874,21.072,77.636,140.5,1438,9254.2,5.49,47555,4.6,89.36399999999999
1998,6,103874,21.577,78.377,141.8,1452,9270.0,5.56,46204,4.3,88.87899999999999
1998,7,103874,21.577,78.742,141.6,1448,9299.3,5.54,46504,4.2,91.258
1998,8,99627,24.396,78.377,141.9,1388,9374.6,5.55,47880,4.3,92.199
1998,9,99627,23.506,77.636,142.6,1384,9254.2,5.51,47555,4.3,89.845
1998,10,103874,19.69,79.057,141.2,1529,9444.1,5.07,47880,4.4,92.199
1998,11,104705,19.69,78.377,141.2,1437,9337.5,4.83,46204,4.7,89.845
1998,12,103874,23.506,78.377,142.8,1536,9444.1,4.68,47555,4.5,91.258
1999,1,103874,21.764,79.409,143.9,1641,9476.2,4.63,47880,3.8,93.672
1999,2,108209,21.764,79.057,142.5,1597,9469.3,4.76,48632,4.2,94.218
1999,3,103874,20.573,78.377,142.4,1586,9501.3,4.81,49281,4.3,94.218
1999,4,102528,21.764,79.057,142.1,1600,9559.1,4.74,47880,3.8,99.154
1999,5,103874,21.072,78.742,141.6,1597,9453.0,4.74,47555,3.8,95.344
1999,6,101018,20.607,78.377,144.9,1677,9546.7,4.76,48148,4.3,97.863
1999,7,103874,21.072,78.742,142.2,1580,9501.3,4.99,47880,4.2,96.592
1999,8,101018,20.607,78.742,142.5,1600,9484.1,5.07,49281,4.4,95.975
1999,9,99627,20.573,78.008,141.7,1673,9476.2,5.22,49281,4.4,97.863
1999,10,104705,20.607,79.234,142.5,1586,9469.3,5.2,48632,3.8,97.219
1999,11,103874,21.072,79.234,142.5,1597,9484.1,5.42,48148,4.1,97.219
1999,12,101018,19.69,79.409,144.2,1625,9799.9,5.3,49335,4.2,98.523
2000,1,103874,21.764,78.008,142.0,1483,9913.7,5.45,49281,4.3,101.339
2000,2,104705,20.607,78.742,143.2,1540,9864.0,5.73,49911,4.3,103.678
2000,3,104705,21.764,78.742,142.6,1573,9954.5,5.85,49335,4.2,100.551
2000,4,109297,19.69,79.409,144.7,1677,9913.7,6.02,49911,4.2,102.922
2000,5,101018,21.764,79.057,145.6,1648,9864.0,6.27,50105,4.0,105.054
2000,6,101018,20.607,78.377,144.7,1636,9954.5,6.53,50109,4.0,104.424
2000,7,104705,19.69,79.057,142.9,1732,10035.9,6.54,50024,3.9,102.922
2000,8,103874,19.69,78.742,143.7,1636,10139.2,6.5,50109,4.0,109.14
2000,9,109297,20.573,79.057,145.4,1643,10139.2,6.52,49783,4.0,109.846
2000,10,108209,21.764,79.409,143.3,1623,10164.3,6.51,49783,4.9,108.302
2000,11,108209,20.607,78.742,142.7,1530,10098.3,6.51,50024,3.9,109.14
2000,12,101018,21.764,78.742,142.5,1456,10110.3,6.4,49911,4.0,108.302
2001,1,109297,21.072,78.742,142.7,1450,10143.5,5.98,49911,3.9,109.14
2001,2,103874,20.607,78.377,145.0,1693,10211.7,5.49,50105,4.2,111.109
2001,3,111278,24.396,79.234,145.4,1632,10218.1,5.31,50302,4.2,114.812
2001,4,108209,21.577,79.234,145.6,1623,10211.7,4.8,50302,4.3,112.164
2001,5,108209,20.607,79.409,143.4,1659,10223.4,4.21,50109,4.7,111.652
2001,6,111278,25.075,79.057,144.9,1548,10223.4,3.97,49911,4.4,112.796
2001,7,103874,21.577,79.057,142.7,1536,10279.7,3.77,49774,4.7,113.491
2001,8,108209,21.072,79.757,142.0,1495,10254.4,3.65,49774,5.0,112.796
2001,9,108209,21.577,79.409,143.7,1593,10370.7,3.07,50024,4.6,115.31
2001,10,103874,24.396,79.409,143.5,1559,10298.9,2.49,50024,5.0,113.491
2001,11,108209,21.577,79.409,142.9,1457,10539.0,2.09,50286,5.7,117.144
2001,12,109297,21.577,79.409,142.5,1470,10531.6,1.82,49783,5.5,116.455
2002,1,112000,24.183,79.234,144.4,1615,10531.6,1.73,50105,5.7,118.687
2002,2,104705,25.075,79.409,144.3,1671,10514.7,1.74,50105,5.7,117.144
2002,3,104705,24.183,79.583,144.7,1662,10648.2,1.73,50091,5.7,121.813
2002,4,109297,25.93,79.234,144.4,1648,10514.7,1.75,50302,5.5,114.167
2002,5,104705,25.93,79.583,145.0,1625,10514.7,1.75,50091,5.6,117.144
2002,6,111278,24.183,79.928,143.5,1559,10623.0,1.75,50190,5.6,120.724
2002,7,112000,27.651,79.757,144.7,1682,10633.6,1.73,50105,5.7,122.888
2002,8,104705,24.183,79.928,143.5,1671,10621.0,1.74,50109,5.6,121.813
2002,9,109297,24.183,79.757,145.1,1601,10633.6,1.75,50109,5.4,123.83
2002,10,109297,25.93,79.583,145.0,1662,10648.2,1.75,50091,5.8,123.83
2002,11,111278,25.075,79.757,145.2,1662,10710.4,1.34,50091,5.9,126.67
2002,12,108209,24.183,79.234,145.8,1782,10719.9,1.24,50362,5.9,130.148
2003,1,111278,28.604,79.234,145.4,1715,10674.0,1.24,50302,5.9,130.148
2003,2,113343,28.604,79.928,147.0,1692,10832.0,1.26,50462,6.0,133.77700000000002
2003,3,113343,27.201,79.757,146.1,1722,10752.7,1.25,51512,5.9,132.649
2003,4,112000,25.93,79.234,144.7,1722,10674.0,1.26,50362,5.6,127.624
2003,5,113343,27.201,79.583,145.9,1705,10719.9,1.26,50796,5.9,133.77700000000002
2003,6,109297,24.396,79.583,145.9,1675,10674.0,1.22,50302,5.8,129.355
2003,7,114384,27.201,79.757,149.7,1722,11066.7,1.01,51512,5.9,137.15200000000002
2003,8,114384,25.075,79.757,145.2,1722,10860.6,1.03,51512,6.0,130.884
2003,9,114384,25.93,79.928,150.2,1749,10982.3,1.01,51986,5.3,141.64600000000002
2003,10,112000,27.201,79.583,150.0,1718,11066.7,1.01,50796,5.9,139.73
2003,11,116011,29.512,79.928,149.0,1782,10982.3,1.0,52469,5.3,140.179
2003,12,112000,25.93,79.583,149.6,1539,11051.2,0.98,52179,6.0,141.52100000000002
2004,1,113343,27.201,79.757,156.5,1651,11115.6,1.0,52179,5.8,148.186
2004,2,114384,25.075,79.757,162.0,1843,11071.0,1.01,51986,6.0,147.39600000000002
2004,3,109297,25.075,80.269,156.5,1840,11057.2,1.0,53242,5.6,146.394
2004,4,109297,27.201,79.409,162.0,1845,11208.9,1.0,52835,5.7,149.85
2004,5,113343,27.651,79.409,156.5,1806,11071.0,1.0,51986,5.8,148.186
2004,6,113343,27.201,80.269,162.2,1944,11051.2,1.03,52835,5.6,148.278
2004,7,113343,27.651,80.269,162.0,1779,11153.3,1.26,53242,5.6,146.827
2004,8,114384,24.183,79.757,162.0,1844,11051.2,1.43,52835,5.6,149.963
2004,9,114384,27.201,79.583,166.3,1938,11279.6,1.61,53242,5.4,157.52700000000002
2004,10,111278,24.183,79.583,160.1,1796,11071.0,1.76,51986,5.9,146.827
2004,11,113343,27.651,79.583,166.3,1938,11268.8,1.93,53017,5.5,158.227
2004,12,111278,28.604,80.269,166.3,1938,11246.1,2.16,53081,5.5,156.142
2005,1,111278,27.201,80.269,165.9,1911,11240.5,2.28,54100,5.2,168.338
2005,2,113343,27.651,79.757,167.2,1970,11229.0,2.5,53719,5.3,162.525
2005,3,114384,27.651,80.269,168.6,1907,11365.2,2.63,53719,5.1,171.19
2005,4,113343,29.512,80.269,167.8,1932,11365.2,2.79,53719,5.1,161.28799999999998
2005,5,116011,28.604,79.583,168.1,1893,11304.2,3.0,53719,5.0,169.351
2005,6,114384,29.512,79.928,168.6,1922,11304.2,3.04,54100,5.0,170.88
2005,7,112000,25.93,80.099,170.0,1877,11405.3,3.26,54153,5.0,172.93599999999998
2005,8,116011,29.876,80.099,165.9,1886,11365.2,3.5,54100,5.1,161.28799999999998
2005,9,114384,29.512,79.757,167.8,1970,11304.2,3.62,53683,4.9,169.12900000000002
2005,10,113343,29.512,80.099,170.4,1927,11428.7,3.78,54317,4.8,176.62400000000002
2005,11,114384,25.93,80.269,170.4,1907,11535.2,4.0,54317,4.8,178.028
2005,12,109297,25.93,79.583,173.5,1893,11387.1,4.16,54100,5.0,175.14700000000002
2006,1,116011,27.651,79.757,179.0,1930,11702.8,4.29,54945,4.7,183.287
2006,2,114384,29.876,79.928,179.9,1869,11744.4,4.49,55474,4.7,183.507
2006,3,114384,27.651,79.583,182.6,2050,11746.9,4.59,55278,4.7,184.15
2006,4,116011,27.651,79.928,180.7,2121,11800.1,4.79,55216,4.6,184.139
2006,5,117181,27.201,79.928,181.1,2103,11853.7,4.94,54886,4.5,183.75
2006,6,117181,28.604,80.438,182.3,1869,11800.1,4.99,54886,4.6,183.198
2006,7,117181,29.512,80.438,182.3,2050,11853.7,5.24,55342,4.7,184.329
2006,8,111278,28.604,79.928,182.3,1965,11853.7,5.25,54945,4.7,182.594
2006,9,116011,27.651,80.269,182.6,1918,11901.9,5.25,54886,4.7,184.139
2006,10,114384,25.93,80.269,179.8,1907,11751.9,5.25,55474,5.0,179.429
2006,11,113343,25.93,80.099,179.8,1934,11746.9,5.25,54886,4.6,183.068
2006,12,116011,27.201,79.757,180.7,2050,11800.1,5.24,54886,4.5,182.798
2007,1,116783,28.604,80.099,183.3,1756,12066.4,5.25,55497,4.5,182.321
2007,2,116011,29.876,79.928,183.5,1570,12053.3,5.26,55403,4.6,184.598
2007,3,114384,28.604,79.583,183.7,1559,12070.9,5.26,55857,4.5,184.598
2007,4,116011,28.604,79.583,183.4,1636,12053.3,5.25,55497,4.6,182.823
2007,5,117538,32.669,80.099,183.5,1637,12070.9,5.25,55403,4.6,182.823
2007,6,117181,27.651,79.583,184.0,1673,12053.3,5.25,55454,4.4,182.823
2007,7,117538,32.669,80.606,184.0,1604,12052.8,5.26,55857,4.6,184.364
2007,8,117181,27.201,80.606,183.4,1586,12053.3,5.02,55342,5.0,178.16400000000002
2007,9,116783,28.604,80.438,183.9,1457,12059.9,4.94,55649,5.0,180.254
2007,10,113343,28.604,80.269,183.9,1469,12089.6,4.76,55857,4.6,184.759
2007,11,116011,28.604,80.438,183.4,1317,12120.5,4.49,55490,4.8,178.116
2007,12,117538,32.669,80.438,184.0,1405,12100.8,4.24,55403,4.3,179.111
2008,1,117538,33.213,80.944,185.7,1468,12070.1,3.94,55490,4.7,178.766
2008,2,116011,32.669,80.606,190.2,1274,12141.8,2.98,55454,4.9,177.274
2008,3,114384,28.604,80.606,186.9,1258,12120.6,2.61,54886,5.1,171.47099999999998
2008,4,117181,29.876,80.438,188.1,1248,12137.1,2.28,54401,5.2,161.28799999999998
2008,5,116783,32.669,80.772,187.1,1171,12149.0,1.98,54401,6.1,161.987
2008,6,116783,32.883,80.944,187.8,1271,12137.1,2.0,55474,5.7,167.50099999999998
2008,7,116011,29.876,81.119,188.1,1189,12137.1,2.01,54979,5.1,169.799
2008,8,117181,28.604,80.606,188.1,1251,12141.8,2.0,54482,5.6,164.06400000000002
2008,9,116011,29.512,80.944,187.1,1199,12141.8,1.81,54482,5.2,161.28799999999998
2008,10,117538,32.669,80.606,190.9,1123,12240.5,0.97,54341,6.6,160.994
2008,11,119927,33.213,80.944,202.6,962,12605.1,0.39,54979,7.1,159.24200000000002
2008,12,114384,29.512,80.772,196.5,819,12540.3,0.16,54927,7.8,152.85
2009,1,116011,29.876,80.606,189.2,750,12230.6,0.15,53221,9.0,147.929
2009,2,119927,33.213,80.438,189.7,818,12340.3,0.22,53221,9.5,147.85
2009,3,116011,27.651,80.606,188.1,777,12320.0,0.18,53017,9.6,147.85
2009,4,116783,32.669,80.606,189.4,797,12241.9,0.15,54341,8.0,151.507
2009,5,117538,34.23,80.606,186.9,801,12285.8,0.18,53683,9.4,148.66
